"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"Central African Republic","CAF","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.26338","10.48085","","","","","","","","9.79589","9.93077","","9.21473","12.02802","11.75976","9.69521","10.08388","9.93233","7.9846","8.05906","6.48484","7.81696","","","",
"Canada","CAN","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","14.61923","14.57515","13.92048","13.4014","12.62269","12.18143","12.79397","12.83623","12.84042","12.95238","14.01215","12.79338","14.28768","12.67752","12.59996","","","12.52588","12.44565","12.74552","12.23379","12.1744","","","12.24745","","12.35893","12.06659","12.48877","12.38789","12.22708","","","",
"Central Europe and the Baltics","CEB","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.38317","","","13.4633","11.80505","10.64462","12.53922","12.22743","11.97418","12.6811","12.58202","12.43393","11.86804","12.15258","11.41325","11.16342","11.317765","","","",
"Switzerland","CHE","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","14.77622","14.53131","14.57089","14.74659","14.69252","14.66744","14.6512","15.57472","15.10914","","14.86036","14.75943","14.80032","14.58183","","14.15674","14.46079","14.77138","14.92363","15.40657","15.67911","15.63313","15.23224","15.32336","14.96232","16.46052","16.15013","15.98845","15.89819","","","",
"Channel Islands","CHI","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.68323","","","11.10804","12.0134","13.02128","13.41576","14.39746","15.09898","15.60506","16.37595","","17.38432","17.58253","16.94106","16.12225","16.15792","16.64837","17.47809","17.1887","17.51403","17.56002","19.35734","","",
"China","CHN","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","7.37154","7.39941","7.50232","7.86231","8.12419","7.77007","8.53714","","","","9.91079","10.83367","14.10751","14.59917","15.19568","","12.48403","11.35946","","","","","","","","","","","","","","","",
"Cote d'Ivoire","CIV","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.21744","17.61819","20.39216","20.66998","23.0316","22.40744","22.51662","21.96458","21.58684","20.26654","21.54308","21.76741","","","","","","",
"Cameroon","CMR","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.6837","15.48914","","21.44202","20.84712","21.37761","20.31265","21.56822","15.58864","19.77979","18.75389","14.86777","15.59105","","",
"Congo, Rep.","COG","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.75466","15.33197","","","13.74414","","","","11.59277","9.51995","8.56181","7.59782","","","","","29.01836","","","","",
"Colombia","COL","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","14.09869","13.27659","","","","10.97562","","","","","","","","","12.47536","13.15193","13.28683","13.46772","15.29956","15.53726","15.43978","15.53561","13.76883","14.48145","14.67729","16.08117","16.41858","15.52914","15.78412","","",
"Comoros","COM","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.65296","","","","15.78972","","","","","","29.23312","","","","","","",
"Cabo Verde","CPV","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.76623","","20.84048","","17.54058","18.32875","18.62308","16.16892","14.39624","15.15112","","","",
"Costa Rica","CRI","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.07617","8.95168","9.45487","14.76811","11.99082","11.77122","14.2578","","9.43809","13.298185","14.0777","14.424655","12.040975","10.84317","13.80887","","15.50213","16.32546","15.29784","17.09755","18.07886","18.94717","","",
"Cuba","CUB","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.02442","","","","13.80082","14.33019","14.3462","14.94784","16.5025","15.85371","15.87714","16.22108","16.74084","17.6808","17.26526","15.80333","","","","",
"Czech Republic","CZE","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.86995","10.57781","","8.71825","9.10618","9.19001","8.95642","9.09933","8.64954","9.69724","9.47811","10.52872","9.87837","9.51579","9.76144","9.69161","10.42532","","","",
"Germany","DEU","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.47307","9.33679","8.27825","9.38865","","9.55467","","","","","","","","9.76034","10.32876","10.35903","10.48915","10.64475","","","","",
"Djibouti","DJI","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.89679","29.38595","26.28002","25.48931","24.27149","24.70114","22.71505","22.14541","22.26884","","","12.4846","","","","",
"Dominica","DMA","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.43614","10.83664","","","","","","","","","","","","","","","",
"Denmark","DNK","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","11.30886","","","","","","11.31142","11.39729","11.49032","10.58382","","10.07516","","13.03966","12.5456","12.74354","13.54242","","14.53044","14.50241","15.34143","15.47117","15.38241","15.06539","15.38072","15.65572","15.40043","15.33443","14.88921","15.06724","","","","","",
"Dominican Republic","DOM","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.70627","12.51027","12.15783","10.76117","","","","12.57788","","","","","10.80443","","",
"Algeria","DZA","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.42941","","","","","","",
"East Asia & Pacific (developing only)","EAP","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.30551","15.20676","11.38079","14.89404","","13.78966","","","14.97765","14.03864","","15.417745","","","","",
"East Asia & Pacific (all income levels)","EAS","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.18203","15.44996","18.232475","19.87112","17.4779","17.404935","","15.551155","14.44199","17.19881","16.12435","16.211805","","","",
"Europe & Central Asia (developing only)","ECA","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.92235","","11.09196","12.07252","12.69644","11.139125","","12.65675","11.47094","11.67764","","","",
"Europe & Central Asia (all income levels)","ECS","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.97761","12.09803","12.56075","12.2353","11.97418","12.73003","12.550315","12.632855","11.90633","12.17727","12.22307","11.55812","12.07168","","","",
"Ecuador","ECU","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.11063","","","10.84614","6.66582","4.9573","4.20457","","","","","","","","","11.75183","10.96467","10.3235","","",
"Egypt, Arab Rep.","EGY","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.26293","13.2029","12.52371","9.96842","9.37942","9.8629","","","","","","",
"Euro area","EMU","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.23959","","","","","9.90709","10.509885","10.55335","10.63537","","10.88949","11.727455","11.12613","12.329195","12.31037","11.917175","12.11076","11.828025","12.16416","11.86804","11.86234","11.65373","11.20073","12.07168","","","",
"Eritrea","ERI","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.85748","","6.25092","5.56554","","5.86161","5.63338","5.19117","5.74185","","5.16807","","","","","","","","",
"Spain","ESP","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.30553","8.82793","9.08438","9.06587","8.99323","8.95955","9.32599","10.20258","10.26345","10.63537","","10.74691","10.96213","10.9319","10.95656","10.9222","11.13163","10.92662","10.99643","11.11451","11.07944","11.14112","10.8343","10.73089","","","","",
"Estonia","EST","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.55744","16.33573","18.44884","16.70327","17.05515","15.30573","15.73283","15.9762","15.9551","14.22924","13.85934","","13.52841","13.62041","12.77128","12.71706","12.32918","","","",
"Ethiopia","ETH","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","12.9548","13.37311","11.44925","10.77153","11.11064","10.5581","","","","","","","14.6921","","","14.32425","14.7397","","","14.11753","15.26199","15.53289","","","","21.88096","22.30451","22.72822","21.66552","24.35036","","","","",
"European Union","EUU","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.35154","11.12701","","11.25972","11.727455","11.22627","12.17392","12.231365","11.9445","12.11076","12.23962","12.17727","11.86804","12.128825","11.65373","11.182075","11.95519","","","",
"Fragile and conflict affected situations","FCS","Public spending on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
