Data Source	World Development Indicators																																																									
																																																										
Country Name	Country Code	Indicator Name	Indicator Code	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014
Mexico	MEX	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																					82.98924255										87.55615234										90.53562164		90.2746582		90.95374298	91.63026428	91.73451996	92.79517365	92.92559814	93.44187927	93.06893921	93.51998138	94.22840118		
Marshall Islands	MHL	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																																							
Middle income	MIC	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																															70.6027117										79.63071048										83.13785171				
"Macedonia, FYR"	MKD	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																			94.05874634								96.12892914										97.5370636		
Mali	MLI	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																	9.433807373																						19.04497147					24			26.17655373				31.09975433	33.56093979			
Malta	MLT	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																										87.9821701										87.86869812										92.36309052									
Myanmar	MMR	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																								78.57041168																	89.94176483												92.62518311		
Middle East & North Africa (developing only)	MNA	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																															56.0052856										68.07730791										77.69066939				
Montenegro	MNE	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																																				98.44220734			
Mongolia	MNG	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																									97.76885223										98.25700378				
Northern Mariana Islands	MNP	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																																							
Mozambique	MOZ	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																					27.10177803																	38.70787811						48.15884018						50.58381271					
Mauritania	MRT	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																									51.20767975							45.50378418							
Mauritius	MUS	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																															79.86865997										84.30308533											89.24983215			
Malawi	MWI	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																												48.53665543											64.13425446												61.3097229				
Malaysia	MYS	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																					69.51633453											82.91537476									88.6877594										93.11788177				
North America	NAC	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																																							
Namibia	NAM	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																75.81658173										85.04128265						76.48659515							
New Caledonia	NCL	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																	91.30036926													93.08062744							96.13792419																96.53191376		
Niger	NER	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																										14.3760376				28.67242241							15.45669746		
Nigeria	NGA	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																55.44675446												54.7731781					51.07765961						
Nicaragua	NIC	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																										76.67712402				78.00298309									
Netherlands	NLD	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																																							
High income: nonOECD	NOC	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																															95.01296536										96.76561126										98.1687373				
Norway	NOR	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																																							
Nepal	NPL	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																						20.57367325										32.97558594										48.60897064										57.36910248			
New Zealand	NZL	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																																							
High income: OECD	OEC	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																																							
OECD members	OED	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																																							
Oman	OMN	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																												81.36331177					86.62113953		86.93899536				
Other small states	OSS	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																															66.25030161										73.30471336										75.18623557				
Pakistan	PAK	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																						25.72519302																	42.6993103							49.87364578	54.15121078		55.52636719	54.89263535	55.37519073	54.73801804			
Panama	PAN	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																					88.0717392										88.77986145										91.89961243										94.09412384				
Peru	PER	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																						81.91846466												87.15063477											87.66984558	87.90867615	88.69934082	89.59081268					93.84172821		
Philippines	PHL	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																					83.31723022										93.57389832										92.60006714			92.59069061					95.42009735						
Palau	PLW	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																					91.92141724																																	99.52396393	
Papua New Guinea	PNG	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																									57.34325409												62.88183975		
Poland	POL	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																			98.74274445																99.40280151										99.61794281								99.74762726		
Puerto Rico	PRI	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																					86.7460556										89.62249756														90.52934265						91.96523285				
"Korea, Dem. Rep."	PRK	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																																	99.9982605						
Portugal	PRT	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																						79.43560791										87.94784546																				94.47705078			
Paraguay	PRY	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																							78.45861053										90.2718277															94.55821991	93.29208374	93.75423431	93.87091827				
Pacific island small states	PSS	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																									86.40530987														
French Polynesia	PYF	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																																							
Qatar	QAT	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																											75.63504028											83.26215363							88.96238708			93.08274078	93.98973083	94.72428894	96.28373718	96.40686798	96.6785965		
Romania	ROU	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																																	96.70998383										97.29758453									98.60428619			
Russian Federation	RUS	"Literacy rate, adult total (% of people ages 15 and above)"	SE.ADT.LITR.ZS																														97.98605347													99.44097137								99.68426514				
